Finished,Duration,RecordedDate,MTurk,Generation,Politics,WritTask1,WritTask2,CSES1,CSES2,CSES3,CSES4,CSES5,CSES6,CSES7,CSES8,SC1,SC2,SC4,SC3,SC5,SC7,SC8,SC10,SC11,NEP1,NEP11,NEP2,NEP4,NEP8,NEP10,NEP12,NEP3,NEP5,NEP9,NEP15,MWB1,MWB2,MWB4,MWB6,charity_DVNF,charity_ACLU,charity_WWF,charity_BGCA,charity_AFA,CCpercent,recall1,recall2,recall3,recall4,recall5,recall6,intent1,intent2,intent3,intent4,intent5,intent6,environmentalism,Age,Gender,Race,Education,SexualOrientation,Politics,Serious,Feedback,Identity,SC_order,NEP_order,MWB_order
TRUE,379,2/24/22 13:36,A36TQ2HC60YO3R,,Conservative,Being a conservative impacts the decisions that I make as my morals determine my political views. I align with the views of the conservative party. ,Being a conservative impacts the types of relationships that I have because I associate myself with like minded people. I enjoy people who are hard working and just trying to get by. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,100,0,0,0,0,6,Never,Never,Never,Never,Never,Never,Never,Never,Occassionally,Never,Never,Never,I think environmentalism is a waste of time. There are much bigger issues in this world than this. ,30,Female,White,Some college (no degree),Heterosexual,9,Yes,no,a conservative,1,3,2
TRUE,429,2/24/22 13:42,A2E0LU8V4EUX5C,,Conservative,It aligns with my value system. I like traditional approaches. I like rational and common sense thinking. ,I like to associate friend wise with people who got similar beliefs. I know what liberals are like and screen them out an keep them distant from me. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,40,0,20,0,40,10,Never,Never,Most of the time,Occassionally,Never,Occassionally,Occassionally,Never,Most of the time,Occassionally,Occassionally,Occassionally,It's good but it should not be laws on people. The people should have options to do or not to do. Government should not interfere and make laws against things. ,28,Male,White,Bachelor's Degree,Heterosexual,8,Yes,"All pages loaded, no errors encountered.",a conservative,3,1,2
TRUE,581,2/24/22 14:23,AOKJ1FX8S2HWF,,Conservative,Being conservative doesn't do much harm.,Being conservative does not sit well with some. I will not consider their impact.,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,20,14,13,35,18,61,Most of the time,Always,No answer,Always,Most of the time,No answer,Most of the time,Always,No answer,Always,No answer,Always,We must protect the environment from pollution. Because nature is one of the most important.,37,Female,White,Master's Degree,Bisexual,10,Yes,Environment is very important. ,a conservative,2,1,3
TRUE,653,2/24/22 14:30,ACGQSBJUW66F1,,Conservative,I tend to be more reserved when it comes to spending. I try to think stuff over before actually doing them. ,I dont really think that it makes big difference in my relationships. The people who know me dont really know im conservative. ,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,18,17,42,11,12,60,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Always,Always,Always,Most of the time,"I support people who try to take care of the environment. I try to conserve power, water, and recycle at home. That is how I try to protect the environment so I would be similar to them. ",27,Male,Latino,Associate's Degree,Heterosexual,8,Yes,nothing else,a conservative,3,1,2
TRUE,425,2/24/22 15:16,A3NHBXYOMMJ2W6,Millennial,,"Being a millennial, I have lived through a lot of major world events and I feel in the middle of how things are going. I make decisions that will benefit my future but also want to have fun in the now. ",It impacts my relationships with people because social media has made it easier to talk to people online or through the phone than in person. I find it more enjoyable to talk to friends and family virtually sometimes rather than in person.,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,40,0,30,0,30,61,Most of the time,Most of the time,Occassionally,Most of the time,Most of the time,Most of the time,Occassionally,Occassionally,Most of the time,Occassionally,Occassionally,Most of the time,"I feel good about environmentalism like I try to do my best as an individual consumer. But things will not have a large enough impact until big corporations and companies start doing their part. This would mean cutting back, recycling and awareness of the environment on their part. ",30,Female,White,Associate's Degree,Heterosexual,6,Yes,no,a Millennial,3,1,2
TRUE,637,2/24/22 15:38,A3CXJYIMHHVUZ0,,Conservative,"It impacts how I act as an individual. I am able to collect benefits from the state, however because I know that I am capable of taking care of myself and limiting spending, I do not use those benefits. It also impacts where I chose to spend my money. ","Since becoming a conservative, I have met more people who do things for themselves and try to better themselves. I used to have many liberal friends, and since I hadn't been paying attention to politics or what they meant, I also identified as liberal. When I was surrounded by liberals, we were all miserable and blamed others for our problems. Today things are much better, and my relationships are healthier because we are responsible.",Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,45,5,15,30,5,29,Most of the time,Most of the time,Occassionally,Occassionally,Most of the time,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,"I don't think there is anything wrong with trying to protect the planet. I do think that when violence is included in the picture it is wrong however, and some people do take these things too far.",30,Female,White,Some college (no degree),Heterosexual,7,Yes,no,a conservative,1,3,2
TRUE,286,2/24/22 16:34,A9OOV3976AFYF,"Generation Z (""Gen-Z"")",,It makes me more hip to societal trends and most able to adapt to future innovation and advancements. It allows me to be better suited for the ways of life we must adapt to.,"It makes these relationships more broad in number due to digital, but also makes them somewhat weakened as it does to all others.",Disagree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,3,3,88,3,3,95,Always,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,Always,Always,Always,"I am highly favorable towards environmental protection, as well as those who understand what it is and why it is so significant. In contrast, I am not as favorable towards those who don't support environmentalism.",23,Male,White,Master's Degree,Heterosexual,10,Yes,Great survey topic of interest,a Gen-Zer,1,3,2
TRUE,269,2/24/22 16:55,A6Q8KZ37WBAZ1,,Conservative,It influences how I vote in elections.  It impacts my daily attitudes.,I tend to be closer to people who are conservative. It allows me to have positive relationships.,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,20,20,20,20,20,33,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,I feel that a lot of climate issues are fabricated.  I think it is overexaggerated. ,32,Female,White,Bachelor's Degree,Heterosexual,6,Yes,no,a conservative,1,3,2
TRUE,771,2/24/22 17:38,A2KPEUCEE2M05G,,Conservative,I feel that being a conservative impacts my decision making by making them focused on the good for people. I make decisions based on people’s basic rights and responsibilities. ,"I think as a conservative, I have an open mind and am open to opinions of others. I find that it’s easy to have quality relationships with people who have similar viewpoints as I do. ",Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Strongly disagree,36,0,0,17,47,28,Never,Never,Most of the time,Never,Never,Never,Never,Never,Most of the time,Never,Never,Never,"I feel that it environmentalism is important, but not to such a degree that we should totally change our ways of life. I think small, easy things are good enough. ",36,Female,White,Associate's Degree,Heterosexual,7,Yes,No,a conservative,2,1,3
TRUE,1039,2/24/22 17:40,AHZW9LTL074XB,,Conservative,it makes me feel more logically as I am doing things on a  day to day basis ,It makes people not like me as much because i am stuck in my ways and I am not changing my ways for them.  Also I will not change my veiws no matter how many times people try to argue their side ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,100,0,0,0,0,8,Never,Never,Always,Never,Never,Never,Never,Never,Always,Never,Never,Never,i feel that its a crock. the lord made it so that we could survive. those that are worried need to stop. They stopped logging which caused worse fires last fire season and make it worse for thins new year,28,Female,White,High school completion,Heterosexual,10,Yes,,a conservative,3,2,1
